[2026-07-01 17:29:07,887] NetworkSecurity - INFO - Initiate the data ingestion
[2026-07-01 17:29:13,752] NetworkSecurity - INFO - Performed train test split
[2026-07-01 17:29:13,752] NetworkSecurity - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-07-01 17:29:13,753] NetworkSecurity - INFO - Exporting train and test split
[2026-07-01 17:29:13,796] NetworkSecurity - INFO - Exported train and test split file path
[2026-07-01 17:29:13,796] NetworkSecurity - INFO - Data Initiation Completed
[2026-07-01 17:29:13,802] NetworkSecurity - INFO - Initiate the data validation
[2026-07-01 17:29:13,822] NetworkSecurity - INFO - Required no of Columns:2
[2026-07-01 17:29:13,822] NetworkSecurity - INFO - Dataframe has Columns:31
[2026-07-01 17:29:13,824] NetworkSecurity - INFO - Required no of Columns:2
[2026-07-01 17:29:13,824] NetworkSecurity - INFO - Dataframe has Columns:31
[2026-07-01 17:29:13,943] NetworkSecurity - INFO - data validation completed
[2026-07-01 17:29:13,943] NetworkSecurity - INFO - data transformation started
[2026-07-01 17:29:13,943] NetworkSecurity - INFO - Starting data transformation
[2026-07-01 17:29:13,963] NetworkSecurity - INFO - Entered get_transformer object method of transformation class
[2026-07-01 17:29:13,975] NetworkSecurity - INFO - Entered the save object method of main utils class
[2026-07-01 17:29:13,977] NetworkSecurity - INFO - Exited the save object method of main utils class
[2026-07-01 17:29:13,978] NetworkSecurity - INFO - Data transformation completed
[2026-07-01 17:29:13,978] NetworkSecurity - INFO - Model training started
[2026-07-01 17:32:07,400] NetworkSecurity - INFO - Entered the save object method of main utils class
[2026-07-01 17:32:07,479] NetworkSecurity - INFO - Exited the save object method of main utils class
[2026-07-01 17:32:07,479] NetworkSecurity - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\07_01_2026_17_29_06\\modeltraining\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9911737851273207, precision_score=0.9896677471636953, recall_score=0.9926844137370453), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.975767366720517, precision_score=0.9741935483870968, recall_score=0.9773462783171522))
[2026-07-01 17:32:07,484] NetworkSecurity - INFO - Model training completed
