[2026-07-01 16:36:08,818] NetworkSecurity - INFO - Initiate the data ingestion
[2026-07-01 16:36:28,785] NetworkSecurity - INFO - Performed train test split
[2026-07-01 16:36:28,785] NetworkSecurity - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-07-01 16:36:28,785] NetworkSecurity - INFO - Exporting train and test split
[2026-07-01 16:36:28,829] NetworkSecurity - INFO - Exported train and test split file path
[2026-07-01 16:36:28,829] NetworkSecurity - INFO - Data Initiation Completed
[2026-07-01 16:36:28,834] NetworkSecurity - INFO - Initiate the data validation
[2026-07-01 16:36:28,854] NetworkSecurity - INFO - Required no of Columns:2
[2026-07-01 16:36:28,854] NetworkSecurity - INFO - Dataframe has Columns:31
[2026-07-01 16:36:28,856] NetworkSecurity - INFO - Required no of Columns:2
[2026-07-01 16:36:28,856] NetworkSecurity - INFO - Dataframe has Columns:31
[2026-07-01 16:36:28,977] NetworkSecurity - INFO - data validation completed
[2026-07-01 16:36:28,977] NetworkSecurity - INFO - data transformation started
[2026-07-01 16:36:28,977] NetworkSecurity - INFO - Starting data transformation
[2026-07-01 16:36:28,999] NetworkSecurity - INFO - Entered get_transformer object method of transformation class
[2026-07-01 16:36:29,009] NetworkSecurity - INFO - Entered the save object method of main utils class
[2026-07-01 16:36:29,012] NetworkSecurity - INFO - Exited the save object method of main utils class
[2026-07-01 16:36:29,013] NetworkSecurity - INFO - Data transformation completed
[2026-07-01 16:36:29,014] NetworkSecurity - INFO - Model training started
