[2026-06-21 00:10:45,324] NetworkSecurity - INFO - Initiate the data ingestion
[2026-06-21 00:10:50,185] NetworkSecurity - INFO - Performed train test split
[2026-06-21 00:10:50,186] NetworkSecurity - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-06-21 00:10:50,186] NetworkSecurity - INFO - Exporting train and test split
[2026-06-21 00:10:50,235] NetworkSecurity - INFO - Exported train and test split file path
[2026-06-21 00:10:50,236] NetworkSecurity - INFO - Data Initiation Completed
[2026-06-21 00:10:50,242] NetworkSecurity - INFO - Initiate the data validation
[2026-06-21 00:10:50,265] NetworkSecurity - INFO - Required no of Columns:2
[2026-06-21 00:10:50,265] NetworkSecurity - INFO - Dataframe has Columns:31
[2026-06-21 00:10:50,266] NetworkSecurity - INFO - Required no of Columns:2
[2026-06-21 00:10:50,266] NetworkSecurity - INFO - Dataframe has Columns:31
