[2026-07-01 16:41:07,169] NetworkSecurity - INFO - Initiate the data ingestion
[2026-07-01 16:41:13,642] NetworkSecurity - INFO - Performed train test split
[2026-07-01 16:41:13,643] NetworkSecurity - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[2026-07-01 16:41:13,643] NetworkSecurity - INFO - Exporting train and test split
[2026-07-01 16:41:13,688] NetworkSecurity - INFO - Exported train and test split file path
[2026-07-01 16:41:13,689] NetworkSecurity - INFO - Data Initiation Completed
[2026-07-01 16:41:13,693] NetworkSecurity - INFO - Initiate the data validation
[2026-07-01 16:41:13,715] NetworkSecurity - INFO - Required no of Columns:2
[2026-07-01 16:41:13,715] NetworkSecurity - INFO - Dataframe has Columns:31
[2026-07-01 16:41:13,717] NetworkSecurity - INFO - Required no of Columns:2
[2026-07-01 16:41:13,717] NetworkSecurity - INFO - Dataframe has Columns:31
[2026-07-01 16:41:13,858] NetworkSecurity - INFO - data validation completed
[2026-07-01 16:41:13,858] NetworkSecurity - INFO - data transformation started
[2026-07-01 16:41:13,858] NetworkSecurity - INFO - Starting data transformation
[2026-07-01 16:41:13,879] NetworkSecurity - INFO - Entered get_transformer object method of transformation class
[2026-07-01 16:41:13,890] NetworkSecurity - INFO - Entered the save object method of main utils class
[2026-07-01 16:41:13,893] NetworkSecurity - INFO - Exited the save object method of main utils class
[2026-07-01 16:41:13,894] NetworkSecurity - INFO - Data transformation completed
[2026-07-01 16:41:13,895] NetworkSecurity - INFO - Model training started
